Notice: Tableau 1
Ce tableur comprend les annexes au rapport méthodologique sur les produits alimentaires  AGRIBALYSE. ;;;;
;;;;
www.agribalyse.fr;;;;
;;;;
La base de données est propriétée de l'ADEME, elle est pilotée au sein du GIS Revalim.;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Sommaire : ;;Summary :;;
1;Mix de consommation de matières premières – origine des produits;Raw material consumption mix – origin of raw mareial;;
2;Mix de consommation des matière premières pour les aliments les plus emblématiques consommés en France, source de données et années;Consumption mixes of raw materials for the most emblematic foods consumed in France, data source and years;;
3;Parts non comestibles – matière première végétale et oeufs;Inedible parts – vegetable, fruits, nuts and eggs;;
4;Poissons et crustacés : proxy utilisés et parts non comestibles;Fish and shellfish: proxies used and inedible parts;;
5;Poissons et crustacés : jeux de données exclus et  jeux de données ajouté dans AGRIBALYSE 3.0;Fish and shellfish: datasets excluded and datasets added in AGRIBALYSE 3.0;;
6;Densités utilisées;Densities used;;
7;Calcul des volumes d’eau évaporés par le processus de séchage ;Calculation of water volumes evaporated by the drying process ;;
8;Rendements utilisés pour les fromages;Yields used for cheeses;;
9;Recettes utilisées pour les produits CIQUAL : sources;Recipes used for CIQUAL products: sources;;
10;Produits CIQUAL approchés par d'autres recettes / produits CIQUAL;CIQUAL products approached by other CIQUAL recipes / products;;
11;Produits CIQUAL non présents dans Agribalyse;CIQUAL products not present in Agribalyse;;
12;Liste des dummy (données vides);List of dummy (empty data);;

1. Consumption mix: Tableau 1
Mix de consommation de matières premières – origine des produits;;;;;;
;;;;;;
Input/Output;Name of consumption mix;Name of input/output;Quantity;Unit;Comment on proxys / origins;
entrées et plats composés;plats végétariens; 25593; 25593;Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé;Plant-based patty or steak from wheat and soybean (vegan), prepacked;Plant-based patty or steak from wheat and soybean (vegan), prepacked;Plant-based patty or steak from wheat and soybean (vegan), prepacked, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";;
viandes, œufs, poissons;substituts de viande;20338;20338;Quenelle au tofu (ne convient pas aux véganes ou végétaliens), préemballée;Plant-based sausage with tofu (not vegan);Plant-based sausage with tofu (not vegan);Plant-based sausage with tofu (not vegan), recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";;
viandes, œufs, poissons;substituts de charcuterie; 20337; 20337;Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée;Plant-based sausage with tofu (vegan);Plant-based sausage with tofu (vegan);Plant-based sausage with tofu (vegan), recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";;
viandes, œufs, poissons;substituts de charcuterie; 25232_1; 25232;Saucisse végétale au blé ou seitan, préemballé;Plant-based sausage with wheat or seitan;Plant-based sausage with wheat or seitan;Plant-based sausage with wheat or seitan, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";;
lait et produits laitiers;fromages; 1027; 1027;Spécialité végétale type fromage à tartiner, au soja, préemballée;Plant-based spread-cheese type, with soybean, prepacked;Plant-based spread-cheese type, with soybean, prepacked;Plant-based spread-cheese type, with soybean, prepacked, recipe, at plant {FR} U;"GINGKO21 for Agribalyse - see specific report ""Agribalyse 3.1 Repports spécifiques aux 50 nouveaux ICV créés""";;
produits céréaliers;céréales de petit-déjeuner et biscuits; 9230; 9230;Pop-corn ou Maïs éclaté, à l'huile, salé;Pop-corn or oil popped maize, salted;Pop-corn or oil popped maize, salted;Pop-corn or oil popped maize, salted, recipe, at plant {FR} U;Agribalyse;;
produits céréaliers;céréales de petit-déjeuner et biscuits; 9232; 9232;Pop-corn ou Maïs éclaté, au caramel;Pop-corn or popped maize, with caramel;Pop-corn or popped maize, with caramel;Pop-corn or popped maize, with caramel, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
viandes, œufs, poissons;charcuteries; 30791; 30791;Mortadelle, porc et boeuf;Pork and beef mortadella;Pork and beef mortadella;Pork and beef mortadella, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
viandes, œufs, poissons;charcuteries; 8313; 8313;Mousse de foie de porc;Pork liver mousse;Pork liver mousse;Pork liver mousse, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;;
viandes, œufs, poissons;charcuteries; 8312; 8312;Mousse de foie de porc supérieure ou Crème de foie;Pork liver mousse, superior quality;Pork liver mousse, superior quality;Pork liver mousse, superior quality, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;;
viandes, œufs, poissons;charcuteries; 8305; 8305;Pâté de foie de porc;Pork liver pate;Pork liver pate;Pork liver pate, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;;
viandes, œufs, poissons;charcuteries; 8300; 8300;Pâté de foie de porc, supérieur;Pork liver pate, superior quality;Pork liver pate, superior quality;Pork liver pate, superior quality, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;;
viandes, œufs, poissons;autres produits à base de viande; 25566; 25566;Brochette de porc, crue;Pork on skewer, raw;Pork on skewer, raw;Pork on skewer, raw, recipe, at plant {FR} U;Agribalyse;;
entrées et plats composés;plats composés; 25071; 25071;Potée auvergnate (chou et porc);Pork sausage stew with cabbage, carrots and potatoes;Pork sausage stew with cabbage, carrots and potatoes;Pork sausage stew with cabbage, carrots and potatoes, recipe, at plant {FR} U;Retailer for Agribalyse;;
entrées et plats composés;plats composés; 25207; 25207;Porc au caramel;Pork with caramel sauce;Pork with caramel sauce;Pork with caramel sauce, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4038; 4038;Chips de pommes de terre et assimilés, allégées en matière grasse;Potato crisps and related, reduced fat;Potato crisps;Potato crisps, recipe, at plant {FR} U;Retailer for Agribalyse;;
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4037; 4037;Chips de pommes de terre, à l'ancienne;Potato crisps, a l'ancienne (old-fashioned style);Potato crisps;Potato crisps, recipe, at plant {FR} U;Retailer for Agribalyse;;
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4004; 4004;Chips de pommes de terre, standard;Potato crisps;Potato crisps;Potato crisps, recipe, at plant {FR} U;Retailer for Agribalyse;;
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4016; 4016;Pomme de terre, flocons déshydratés, au lait ou à la crème;Potato flakes, dehydrated, with milk or cream;Potato puree, with milk and butter, unsalted;Potato puree, with milk and butter, unsalted, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4019; 4019;Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée;Potato puree, made from flakes, reconstituted with semi-skimmed milk and water, unsalted;Potato puree, with milk and butter, unsalted;Potato puree, with milk and butter, unsalted, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4017; 4017;Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse;Potato puree, made from flakes, reconstituted with whole milk, with added fat;Potato puree, with milk and butter, unsalted;Potato puree, with milk and butter, unsalted, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4018; 4018;Pomme de terre, purée, avec lait et beurre, non salée;Potato puree, with milk and butter, unsalted;Potato puree, with milk and butter, unsalted;Potato puree, with milk and butter, unsalted, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;salades composées et crudités; 25609; 25609;Salade de pomme de terre a la piémontaise, préemballée;Potato salad, piemontaise-style, prepacked;Potato salad, piemontaise-style, prepacked;Potato salad, piemontaise-style, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
viandes, œufs, poissons;charcuteries; 8316; 8316;Pâté de foie de volaille;Poultry liver pate;Poultry liver pate;Poultry liver pate, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;;
viandes, œufs, poissons;autres produits à base de viande; 25512; 25512;Volaille, croquette panée ou nuggets;Poultry nuggets;Meat, poultry or fish fritters, home-made;Meat, poultry or fish fritters, home-made, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;plats composés; 25126; 25126;Paupiette de volaille;Poultry paupiette;Poultry paupiette;Poultry paupiette, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
viandes, œufs, poissons;charcuteries; 8912; 8912;Quenelle de volaille, en sauce;Poultry quenelle, in sauce;Poultry quenelle, in sauce;Poultry quenelle, in sauce, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
viandes, œufs, poissons;charcuteries; 8910; 8910;Quenelle de volaille, crue;Poultry quenelle, raw;Poultry quenelle, raw;Poultry quenelle, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
viandes, œufs, poissons;charcuteries; 30130; 30130;Saucisse de volaille, façon charcutière;Poultry sausage, delicatessen style;Poultry sausage, delicatessen style;Poultry sausage, delicatessen style, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
viandes, œufs, poissons;charcuteries; 30131; 30131;Saucisse de volaille, type Knack;Poultry sausage;Poultry sausage;Poultry sausage, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
produits céréaliers;gâteaux et pâtisseries; 23081; 23081;Quatre-quarts ou barre pâtissière, préemballé;Pound cake, prepacked;Pound cake, prepacked;Pound cake, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
produits céréaliers;céréales de petit-déjeuner et biscuits; 38104; 38104;Chips de crevette;Prawn crackers;Prawn crackers;Prawn crackers, recipe, at plant {FR} U;Retailer for Agribalyse;;
entrées et plats composés;plats composés; 25057; 25057;Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts;Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables;Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables;Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables, recipe, at plant {FR} U;Retailer for Agribalyse;;
entrées et plats composés;salades composées et crudités; 25602; 25602;Salade composée avec viande ou poisson, appertisée, égouttée;Prepared mixed meat/fish canned, drained salad;Prepared mixed meat/fish canned, salad;Prepared mixed meat/fish canned, salad, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;salades composées et crudités; 25601; 25601;Salade de thon et légumes, appertisée, égouttée;Prepared mixed tuna and vegetable salad, canned, drained;Prepared mixed tuna and vegetable salad, canned;Prepared mixed tuna and vegetable salad, canned, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;salades composées et crudités; 25615; 25615;Salade de pâtes, végétarienne;Prepared pasta salad, vegetarian;Prepared pasta salad, vegetarian;Prepared pasta salad, vegetarian, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;salades composées et crudités; 25619; 25619;Salade de pâtes aux légumes, avec poisson ou viande;Prepared pasta salad, with vegetable, meat or fish;Prepared pasta salad, with vegetable, meat or fish;Prepared pasta salad, with vegetable, meat or fish, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;salades composées et crudités; 25606; 25606;Salade de pommes de terre maison;Prepared potatoes salad, home-made;Prepared potatoes salad, home-made;Prepared potatoes salad, home-made, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;salades composées et crudités; 25614; 25614;Salade de riz;Prepared rice salad;Prepared rice salad;Prepared rice salad, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
lait et produits laitiers;fromages; 12356; 12356;Snack pour enfants à base de fromage fondu et de gressins;Processed cheese snack w breadsticks, for children;Processed cheese snack w breadsticks, for children;Processed cheese snack w breadsticks, for children, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Cheese and ham, breaded;
lait et produits laitiers;fromages; 12355; 12355;Spécialité fromagère fondante au fromage blanc et aux noix;Processed cheese with fresh cream cheese and walnuts;Processed cheese with fresh cream cheese and walnuts;Processed cheese with fresh cream cheese and walnuts, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Cheese and ham, breaded;
lait et produits laitiers;produits laitiers frais et assimilés; 23474; 23474;Profiteroles (crème pâtissière et sauce chocolat), rayon frais;Profiteroles (chou pastry), with custard and chocolate sauce, refrigerated;Profiteroles (chou pastry), with custard and chocolate sauce, refrigerated;Profiteroles (chou pastry), with custard and chocolate sauce, refrigerated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
glaces et sorbets;desserts glacés; 23472; 23472;Profiterole avec glace vanille et sauce chocolat;Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce;Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce;Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;pizzas, tartes et crêpes salées; 25454; 25454;Tarte à la provençale;Provencal-style tart;Tomato tart;Tomato tart, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";;
entrées et plats composés;plats composés; 25524; 25524;Tomate à la provençale;Provencal-style tomato (breaded tomatoes stuffed with garlic and parsley);Provencal-style tomato (breaded tomatoes stuffed with garlic and parsley);Provencal-style tomato (breaded tomatoes stuffed with garlic and parsley), recipe, at plant {FR} U;Retailer for Agribalyse;;
